Day,Culture,Temperature,Disk,Treatment,Date,JuvID,F,Fm,Fo,FvFm,FvFmInitial,FvFmPercentageChange,CellPerJuv,Area_mm2,Area_mm2_Difference,Area_mm2_PercentageChange,Polyps,Polyps_Difference,Polyps_PercentageChange,Dead,RespirationPerMM2 ,CellsPerMM2,CellDensityPerMM2PercentChange,CellDensityPerMM2PercentChangePerTimePointAndCulture
00,WT10,31,10,WT10@31,15.10.19,4,0.2098,0.2789,0.2098,0.248,0.248,0,,0.46,0,,1,,,no,,,,
03,WT10,31,10,WT10@31,17.10.19,4,0.0196,0.0299,0.0196,0,0.248,-100,,,,,,,,,,,,
07,WT10,31,10,WT10@31,21.10.19,4,0.023,0.0368,0.023,0,0.248,-100,,,,,,,,,,,,
10,WT10,31,10,WT10@31,24.10.19,4,0.0245,0.0412,0.0245,0,0.248,-100,,,,,,,,,,,,
00,WT10,31,10,WT10@31,15.10.19,5,0.1755,0.2422,0.1755,0.275,0.275,0,,0.55,0,,1,,,no,,,,
03,WT10,31,10,WT10@31,17.10.19,5,0.1794,0.2603,0.1794,0.311,0.275,13.09090909,,,,,,,,,,,,
07,WT10,31,10,WT10@31,21.10.19,5,0.1789,0.2412,0.1789,0.258,0.275,-6.181818182,,,,,,,,,,,,
10,WT10,31,10,WT10@31,24.10.19,5,0.1804,0.2559,0.1804,0.295,0.275,7.272727273,,,,,,,,,,,,
00,WT10,31,10,WT10@31,15.10.19,6,0.0201,0.0358,0.0201,0,0,,,,,,,,,came off,,,,
03,WT10,31,10,WT10@31,17.10.19,6,0.0392,0.0657,0.0392,0.403,0,,,,,,,,,,,,,
07,WT10,31,10,WT10@31,21.10.19,6,0.0103,0.0069,0.0103,0,0,,,,,,,,,,,,,
10,WT10,31,10,WT10@31,24.10.19,6,0.048,0.073,0.048,0.342,0,,,,,,,,,,,,,
00,WT10,31,10,WT10@31,15.10.19,7,0.1985,0.2627,0.1985,0.244,0.244,0,,1.086,0,,2,,,no,,,,
03,WT10,31,10,WT10@31,17.10.19,7,0.201,0.2603,0.201,0.228,0.244,-6.557377049,,,,,,,,,,,,
07,WT10,31,10,WT10@31,21.10.19,7,0.1956,0.2485,0.1956,0.213,0.244,-12.70491803,,,,,,,,,,,,
10,WT10,31,10,WT10@31,24.10.19,7,0.1838,0.2657,0.1838,0.308,0.244,26.2295082,,,,,,,,,,,,
00,WT10,31,10,WT10@31,15.10.19,8,0.2387,0.2897,0.2387,0.176,0.176,0,,1.342,0,,1,,,no,,,,
03,WT10,31,10,WT10@31,17.10.19,8,0.2417,0.2853,0.2417,0.153,0.176,-13.06818182,,,,,,,,,,,,
07,WT10,31,10,WT10@31,21.10.19,8,0.225,0.2657,0.225,0.153,0.176,-13.06818182,,,,,,,,,,,,
10,WT10,31,10,WT10@31,24.10.19,8,0.2221,0.2779,0.2221,0.201,0.176,14.20454545,,,,,,,,,,,,
00,WT10,31,10,WT10@31,15.10.19,9,0.2475,0.3113,0.2475,0.205,0.205,0,,2.164,0,,3,,,no,,,,
03,WT10,31,10,WT10@31,17.10.19,9,0.0162,0.026,0.0162,0,0.205,-100,,,,,,,,,,,,
07,WT10,31,10,WT10@31,21.10.19,9,0.0265,0.049,0.0265,0.46,0.205,124.3902439,,,,,,,,,,,,
10,WT10,31,10,WT10@31,24.10.19,9,0.0392,0.0667,0.0392,0.412,0.205,100.9756098,,,,,,,,,,,,
00,WT10,31,10,WT10@31,15.10.19,10,0.224,0.2824,0.224,0.207,0.207,0,,2.164,0,,2,,,no,,,,
03,WT10,31,10,WT10@31,17.10.19,10,0.2451,0.2922,0.2451,0.161,0.207,-22.22222222,,,,,,,,,,,,
07,WT10,31,10,WT10@31,21.10.19,10,0.225,0.2588,0.225,0.131,0.207,-36.71497585,,,,,,,,,,,,
10,WT10,31,10,WT10@31,24.10.19,10,0.2167,0.2662,0.2167,0.186,0.207,-10.14492754,,,,,,,,,,,,
00,WT10,31,10,WT10@31,15.10.19,11,0.1691,0.2191,0.1691,0.228,0.228,0,,2.26,0,,2,,,no,,,,
03,WT10,31,10,WT10@31,17.10.19,11,0.1833,0.2216,0.1833,0.173,0.228,-24.12280702,,,,,,,,,,,,
07,WT10,31,10,WT10@31,21.10.19,11,0.1667,0.2069,0.1667,0.194,0.228,-14.9122807,,,,,,,,,,,,
10,WT10,31,10,WT10@31,24.10.19,11,0.0966,0.1721,0.0966,0.439,0.228,92.54385965,,,,,,,,,,,,
00,WT10,31,10,WT10@31,15.10.19,12,0.176,0.248,0.176,0.291,0.291,0,,0.748,0,,1,,,no,,,,
03,WT10,31,10,WT10@31,17.10.19,12,0.1873,0.2593,0.1873,0.278,0.291,-4.467353952,,,,,,,,,,,,
07,WT10,31,10,WT10@31,21.10.19,12,0.1623,0.2338,0.1623,0.306,0.291,5.154639175,,,,,,,,,,,,
10,WT10,31,10,WT10@31,24.10.19,12,0.1716,0.25,0.1716,0.314,0.291,7.903780069,,,,,,,,,,,,
00,WT10,31,10,WT10@31,15.10.19,13,0.2309,0.273,0.2309,0.154,0.154,0,58800,2.111,0,,3,,,no,,27854,,-50.08815778
03,WT10,31,10,WT10@31,17.10.19,13,0.0157,0.0245,0.0157,0,0.154,-100,,,,,,,,,,,,
07,WT10,31,10,WT10@31,21.10.19,13,0.0309,0.0529,0.0309,0.417,0.154,170.7792208,,,,,,,,,,,,
10,WT10,31,10,WT10@31,24.10.19,13,0.0407,0.0706,0.0407,0.424,0.154,175.3246753,,,,,,,,,,,,
00,WT10,31,10,WT10@31,15.10.19,14,0.0377,0.0711,0.0377,0.469,0.469,0,,,,,,,,came off,,,,
03,WT10,31,10,WT10@31,17.10.19,14,0.0515,0.0926,0.0515,0.444,0.469,-5.330490405,,,,,,,,,,,,
07,WT10,31,10,WT10@31,21.10.19,14,0.0554,0.0868,0.0554,0.362,0.469,-22.81449893,,,,,,,,,,,,
10,WT10,31,10,WT10@31,24.10.19,14,0.0583,0.0971,0.0583,0.399,0.469,-14.92537313,,,,,,,,,,,,
00,WT10,31,08,WT10@31,15.10.19,1,0.1804,0.2887,0.1804,0.375,0.375,0,,0.343,0,,1,,,no,,,,
03,WT10,31,08,WT10@31,17.10.19,1,0.1676,0.2701,0.1676,0.379,0.375,1.066666667,,,,,,,,,,,,
07,WT10,31,08,WT10@31,21.10.19,1,0.1873,0.275,0.1873,0.319,0.375,-14.93333333,,,,,,,,,,,,
10,WT10,31,08,WT10@31,24.10.19,1,0.173,0.2632,0.173,0.343,0.375,-8.533333333,,,,,,,,,,,,
00,WT10,31,08,WT10@31,15.10.19,2,0.1809,0.2711,0.1809,0.333,0.333,0,,0.706,0,,1,,,no,,,,
03,WT10,31,08,WT10@31,17.10.19,2,0.2064,0.274,0.2064,0.247,0.333,-25.82582583,,,,,,,,,,,,
07,WT10,31,08,WT10@31,21.10.19,2,0.2162,0.2809,0.2162,0.23,0.333,-30.93093093,,,,,,,,,,,,
10,WT10,31,08,WT10@31,24.10.19,2,0.1912,0.2574,0.1912,0.257,0.333,-22.82282282,,,,,,,,,,,,
00,WT10,31,08,WT10@31,15.10.19,3,0.2564,0.2897,0.2564,0.115,0.115,0,71167,2.112,0,,3,,,no,,33696,,-39.61942872
03,WT10,31,08,WT10@31,17.10.19,3,0.0103,0.0172,0.0103,0,0.115,-100,,,,,,,,,,,,
07,WT10,31,08,WT10@31,21.10.19,3,0.0162,0.0304,0.0162,0,0.115,-100,,,,,,,,,,,,
10,WT10,31,08,WT10@31,24.10.19,3,0.023,0.0338,0.023,0,0.115,-100,,,,,,,,,,,,
00,WT10,31,08,WT10@31,15.10.19,4,0.1441,0.2676,0.1441,0.462,0.462,0,,,,,,,,yes,,,,
03,WT10,31,08,WT10@31,17.10.19,4,0.0069,0.0059,0.0069,0,0.462,-100,,,,,,,,,,,,
07,WT10,31,08,WT10@31,21.10.19,4,0.0098,0.0152,0.0098,0,0.462,-100,,,,,,,,,,,,
10,WT10,31,08,WT10@31,24.10.19,4,0.0069,0.0103,0.0069,0,0.462,-100,,,,,,,,,,,,
00,WT10,31,08,WT10@31,15.10.19,5,0.2564,0.3142,0.2564,0.184,0.184,0,,2.294,0,,4,,,no,,,,
03,WT10,31,08,WT10@31,17.10.19,5,0.2618,0.3088,0.2618,0.152,0.184,-17.39130435,,,,,,,,,,,,
07,WT10,31,08,WT10@31,21.10.19,5,0.249,0.2995,0.249,0.169,0.184,-8.152173913,,,,,,,,,,,,
10,WT10,31,08,WT10@31,24.10.19,5,0.2368,0.2863,0.2368,0.173,0.184,-5.97826087,,,,,,,,,,,,
00,WT10,31,08,WT10@31,15.10.19,6,0.0338,0.0637,0.0338,0.469,0.469,0,,,,,,,,came off,,,,
03,WT10,31,08,WT10@31,17.10.19,6,0.0534,0.1025,0.0534,0.478,0.469,1.918976546,,,,,,,,,,,,
07,WT10,31,08,WT10@31,21.10.19,6,0.0569,0.0956,0.0569,0.405,0.469,-13.64605544,,,,,,,,,,,,
10,WT10,31,08,WT10@31,24.10.19,6,0.0333,0.049,0.0333,0.32,0.469,-31.76972281,,,,,,,,,,,,
00,WT10,31,08,WT10@31,15.10.19,7,0.1946,0.2882,0.1946,0.325,0.325,0,,1.031,0,,3,,,no,-0.001125917,,,
03,WT10,31,08,WT10@31,17.10.19,7,0.0093,0.0118,0.0093,0,0.325,-100,,,,,,,,,,,,
07,WT10,31,08,WT10@31,21.10.19,7,0.0216,0.0412,0.0216,0,0.325,-100,,,,,,,,,,,,
10,WT10,31,08,WT10@31,24.10.19,7,0.0255,0.0402,0.0255,0,0.325,-100,,,,,,,,,,,,
00,WT10,31,08,WT10@31,15.10.19,8,0.2137,0.2828,0.2137,0.244,0.244,0,,0.969,0,,1,,,no,,,,
03,WT10,31,08,WT10@31,17.10.19,8,0.2191,0.2745,0.2191,0.202,0.244,-17.21311475,,,,,,,,,,,,
07,WT10,31,08,WT10@31,21.10.19,8,0.2172,0.2701,0.2172,0.196,0.244,-19.67213115,,,,,,,,,,,,
10,WT10,31,08,WT10@31,24.10.19,8,0.2074,0.2578,0.2074,0.196,0.244,-19.67213115,,,,,,,,,,,,
00,WT10,31,08,WT10@31,15.10.19,9,0.1461,0.2603,0.1461,0.439,0.439,0,,,,,,,,yes,,,,
03,WT10,31,08,WT10@31,17.10.19,9,0.0083,0.0074,0.0083,0,0.439,-100,,,,,,,,,,,,
07,WT10,31,08,WT10@31,21.10.19,9,0.0083,0.0118,0.0083,0,0.439,-100,,,,,,,,,,,,
10,WT10,31,08,WT10@31,24.10.19,9,0.0127,0.0123,0.0127,0,0.439,-100,,,,,,,,,,,,
00,WT10,31,08,WT10@31,15.10.19,10,0.1907,0.2691,0.1907,0.291,0.291,0,,0.826,0,,2,,,no,,,,
03,WT10,31,08,WT10@31,17.10.19,10,0.1598,0.2216,0.1598,0.279,0.291,-4.12371134,,,,,,,,,,,,
07,WT10,31,08,WT10@31,21.10.19,10,0.1574,0.2314,0.1574,0.32,0.291,9.965635739,,,,,,,,,,,,
10,WT10,31,08,WT10@31,24.10.19,10,0.149,0.2265,0.149,0.342,0.291,17.5257732,,,,,,,,,,,,
00,WT10,31,08,WT10@31,15.10.19,11,0.2608,0.3108,0.2608,0.161,0.161,0,,2.369,0,,4,,,no,,,,
03,WT10,31,08,WT10@31,17.10.19,11,0.2662,0.2936,0.2662,0.093,0.161,-42.23602484,,,,,,,,,,,,
07,WT10,31,08,WT10@31,21.10.19,11,0.251,0.2873,0.251,0.126,0.161,-21.73913043,,,,,,,,,,,,
10,WT10,31,08,WT10@31,24.10.19,11,0.2377,0.2711,0.2377,0.123,0.161,-23.60248447,,,,,,,,,,,,
00,WT10,31,08,WT10@31,15.10.19,12,0.0775,0.1265,0.0775,0.388,0.388,0,,,,,,,,came off,,,,
03,WT10,31,08,WT10@31,17.10.19,12,0.0059,0.0093,0.0059,0,0.388,-100,,,,,,,,,,,,
07,WT10,31,08,WT10@31,21.10.19,12,0.1069,0.1583,0.1069,0.325,0.388,-16.2371134,,,,,,,,,,,,
10,WT10,31,08,WT10@31,24.10.19,12,0.1147,0.1627,0.1147,0.295,0.388,-23.96907216,,,,,,,,,,,,
00,WT10,31,08,WT10@31,15.10.19,13,0.2299,0.2966,0.2299,0.225,0.225,0,,1.395,0,,2,,,no,,,,
03,WT10,31,08,WT10@31,17.10.19,13,0.2407,0.2971,0.2407,0.19,0.225,-15.55555556,,,,,,,,,,,,
07,WT10,31,08,WT10@31,21.10.19,13,0.2284,0.2892,0.2284,0.21,0.225,-6.666666667,,,,,,,,,,,,
10,WT10,31,08,WT10@31,24.10.19,13,0.2118,0.273,0.2118,0.224,0.225,-0.444444444,,,,,,,,,,,,
00,WT10,31,08,WT10@31,15.10.19,14,0.2583,0.3034,0.2583,0.149,0.149,0,,2.175,0,,2,,,no,,,,
03,WT10,31,08,WT10@31,17.10.19,14,0.2549,0.2897,0.2549,0.12,0.149,-19.46308725,,,,,,,,,,,,
07,WT10,31,08,WT10@31,21.10.19,14,0.2475,0.2804,0.2475,0.117,0.149,-21.47651007,,,,,,,,,,,,
10,WT10,31,08,WT10@31,24.10.19,14,0.2265,0.2662,0.2265,0.149,0.149,0,,,,,,,,,,,,
00,WT10,31,08,WT10@31,15.10.19,15,0.2382,0.3044,0.2382,0.217,0.217,0,,1.286,0,,3,,,no,-0.001013069,,,
03,WT10,31,08,WT10@31,17.10.19,15,0.0127,0.0201,0.0127,0,0.217,-100,,,,,,,,,,,,
07,WT10,31,08,WT10@31,21.10.19,15,0.0191,0.0328,0.0191,0,0.217,-100,,,,,,,,,,,,
10,WT10,31,08,WT10@31,24.10.19,15,0.0265,0.051,0.0265,0.481,0.217,121.6589862,,,,,,,,,,,,
00,WT10,31,08,WT10@31,15.10.19,16,0.2,0.2765,0.2,0.277,0.277,0,,0.706,0,,2,,,no,,,,
03,WT10,31,08,WT10@31,17.10.19,16,0.2025,0.2755,0.2025,0.265,0.277,-4.332129964,,,,,,,,,,,,
07,WT10,31,08,WT10@31,21.10.19,16,0.1887,0.2623,0.1887,0.28,0.277,1.083032491,,,,,,,,,,,,
10,WT10,31,08,WT10@31,24.10.19,16,0.1931,0.2686,0.1931,0.281,0.277,1.444043321,,,,,,,,,,,,
00,WT10,31,08,WT10@31,15.10.19,17,0.0623,0.1054,0.0623,0.409,0.409,0,,,,,,,,came off,,,,
03,WT10,31,08,WT10@31,17.10.19,17,0.0059,0.0069,0.0059,0,0.409,-100,,,,,,,,,,,,
07,WT10,31,08,WT10@31,21.10.19,17,0.0039,0.0083,0.0039,0,0.409,-100,,,,,,,,,,,,
10,WT10,31,08,WT10@31,24.10.19,17,0.0074,0.0059,0.0074,0,0.409,-100,,,,,,,,,,,,
00,SS01,27,03,SS01@27,15.10.19,1,0.0843,0.1475,0.0843,0.429,0.429,0,,,,,,,,yes,,,,
00,WT10,27,06,WT10@27,15.10.19,1,0.1701,0.2559,0.1701,0.335,0.335,0,,0.447,0,,1,,,no,,,,
03,SS01,27,03,SS01@27,17.10.19,1,0.0034,0.0034,0.0034,0,0.429,-100,,,,,,,,,,,,
07,SS01,27,03,SS01@27,21.10.19,1,0.0044,0.0103,0.0044,0,0.429,-100,,,,,,,,,,,,
07,WT10,27,06,WT10@27,21.10.19,1,0.1765,0.2623,0.1765,0.327,0.335,-2.388059701,,,,,,,,,,,,
10,SS01,27,03,SS01@27,24.10.19,1,0.0093,0.0147,0.0093,0,0.429,-100,,,,,,,,,,,,
10,WT10,27,06,WT10@27,24.10.19,1,0.1745,0.2549,0.1745,0.315,0.335,-5.970149254,,,,,,,,,,,,
00,SS01,27,03,SS01@27,15.10.19,2,0.2446,0.2603,0.2446,0.06,0.06,0,,1.507,0,,2,,,no,,,,
00,WT10,27,06,WT10@27,15.10.19,2,0.2289,0.2838,0.2289,0.193,0.193,0,,2.128,0,,4,,,no,,,,
03,SS01,27,03,SS01@27,17.10.19,2,0.2265,0.248,0.2265,0.087,0.06,45,,,,,,,,,,,,
07,SS01,27,03,SS01@27,21.10.19,2,0.2211,0.2397,0.2211,0.078,0.06,30,,,,,,,,,,,,
07,WT10,27,06,WT10@27,21.10.19,2,0.2324,0.2809,0.2324,0.173,0.193,-10.3626943,,,,,,,,,,,,
10,SS01,27,03,SS01@27,24.10.19,2,0.2162,0.2436,0.2162,0.113,0.06,88.33333333,,,,,,,,,,,,
10,WT10,27,06,WT10@27,24.10.19,2,0.224,0.2765,0.224,0.19,0.193,-1.554404145,,,,,,,,,,,,
00,SS01,27,03,SS01@27,15.10.19,3,0.2167,0.2461,0.2167,0.12,0.12,0,,1.359,0,,3,,,no,,,,
00,WT10,27,06,WT10@27,15.10.19,3,0.2755,0.3235,0.2755,0.148,0.148,0,,2.362,0,,3,,,no,,,,
03,SS01,27,03,SS01@27,17.10.19,3,0.2201,0.2441,0.2201,0.098,0.12,-18.33333333,,,,,,,,,,,,
07,SS01,27,03,SS01@27,21.10.19,3,0.2201,0.2382,0.2201,0.076,0.12,-36.66666667,,,,,,,,,,,,
07,WT10,27,06,WT10@27,21.10.19,3,0.0245,0.0426,0.0245,0,0.148,-100,,,,,,,,,,,,
10,SS01,27,03,SS01@27,24.10.19,3,0.2181,0.2554,0.2181,0.146,0.12,21.66666667,,,,,,,,,,,,
10,WT10,27,06,WT10@27,24.10.19,3,0.0157,0.026,0.0157,0,0.148,-100,,,,,,,,,,,,
00,SS01,27,03,SS01@27,15.10.19,4,0.2422,0.2721,0.2422,0.11,0.11,0,,1.494,0,,5,,,no,,,,
00,WT10,27,06,WT10@27,15.10.19,4,0.1833,0.2603,0.1833,0.296,0.296,0,,0.524,0,,1,,,no,,,,
03,SS01,27,03,SS01@27,17.10.19,4,0.2338,0.2593,0.2338,0.098,0.11,-10.90909091,,,,,,,,,,,,
07,SS01,27,03,SS01@27,21.10.19,4,0.2466,0.2662,0.2466,0.074,0.11,-32.72727273,,,,,,,,,,,,
07,WT10,27,06,WT10@27,21.10.19,4,0.1804,0.2574,0.1804,0.299,0.296,1.013513514,,,,,,,,,,,,
10,SS01,27,03,SS01@27,24.10.19,4,0.2348,0.2652,0.2348,0.115,0.11,4.545454545,,,,,,,,,,,,
10,WT10,27,06,WT10@27,24.10.19,4,0.1691,0.2794,0.1691,0.395,0.296,33.44594595,,,,,,,,,,,,
00,SS01,27,03,SS01@27,15.10.19,5,0.2691,0.2882,0.2691,0.066,0.066,0,,2.888,0,,5,,,no,,,,
00,WT10,27,06,WT10@27,15.10.19,5,0.2525,0.3127,0.2525,0.193,0.193,0,,2.37,0,,5,,,no,,,,
03,SS01,27,03,SS01@27,17.10.19,5,0.2564,0.2745,0.2564,0.066,0.066,0,,,,,,,,,,,,
07,SS01,27,03,SS01@27,21.10.19,5,0.2539,0.2725,0.2539,0.068,0.066,3.03030303,,,,,,,,,,,,
07,WT10,27,06,WT10@27,21.10.19,5,0.2289,0.276,0.2289,0.171,0.193,-11.39896373,,,,,,,,,,,,
10,SS01,27,03,SS01@27,24.10.19,5,0.2603,0.2897,0.2603,0.102,0.066,54.54545455,,,,,,,,,,,,
10,WT10,27,06,WT10@27,24.10.19,5,0.2515,0.298,0.2515,0.156,0.193,-19.17098446,,,,,,,,,,,,
00,SS01,27,03,SS01@27,15.10.19,6,0.2603,0.2902,0.2603,0.103,0.103,0,,3.511,0,,7,,,no,,,,
00,WT10,27,06,WT10@27,15.10.19,6,0.2348,0.276,0.2348,0.149,0.149,0,,1.989,0,,2,,,no,,,,
03,SS01,27,03,SS01@27,17.10.19,6,0.2495,0.276,0.2495,0.096,0.103,-6.796116505,,,,,,,,,,,,
07,SS01,27,03,SS01@27,21.10.19,6,0.25,0.2691,0.25,0.071,0.103,-31.06796117,,,,,,,,,,,,
07,WT10,27,06,WT10@27,21.10.19,6,0.2422,0.2765,0.2422,0.124,0.149,-16.77852349,,,,,,,,,,,,
10,SS01,27,03,SS01@27,24.10.19,6,0.251,0.2809,0.251,0.106,0.103,2.912621359,,,,,,,,,,,,
10,WT10,27,06,WT10@27,24.10.19,6,0.2407,0.2809,0.2407,0.143,0.149,-4.026845638,,,,,,,,,,,,
00,SS01,27,03,SS01@27,15.10.19,7,0.2103,0.2662,0.2103,0.21,0.21,0,,1.047,0,,1,,,no,,,,
00,WT10,27,06,WT10@27,15.10.19,7,0.198,0.2892,0.198,0.315,0.315,0,,0.605,0,,1,,,no,,,,
03,SS01,27,03,SS01@27,17.10.19,7,0.2191,0.252,0.2191,0.13,0.21,-38.0952381,,,,,,,,,,,,
07,SS01,27,03,SS01@27,21.10.19,7,0.2054,0.2402,0.2054,0.145,0.21,-30.95238095,,,,,,,,,,,,
07,WT10,27,06,WT10@27,21.10.19,7,0.1951,0.277,0.1951,0.296,0.315,-6.031746032,,,,,,,,,,,,
10,SS01,27,03,SS01@27,24.10.19,7,0.2025,0.2574,0.2025,0.213,0.21,1.428571429,,,,,,,,,,,,
10,WT10,27,06,WT10@27,24.10.19,7,0.1907,0.2824,0.1907,0.325,0.315,3.174603175,,,,,,,,,,,,
00,SS01,27,03,SS01@27,15.10.19,8,0.2696,0.2868,0.2696,0.06,0.06,0,,2.906,0,,5,,,no,,,,
00,WT10,27,06,WT10@27,15.10.19,8,0.1716,0.2583,0.1716,0.336,0.336,0,18333,0.238,0,,1,,,no,,77031,,
03,SS01,27,03,SS01@27,17.10.19,8,0.2569,0.274,0.2569,0.063,0.06,5,,,,,,,,,,,,
07,SS01,27,03,SS01@27,21.10.19,8,0.2525,0.2637,0.2525,0.043,0.06,-28.33333333,,,,,,,,,,,,
07,WT10,27,06,WT10@27,21.10.19,8,0.0299,0.0569,0.0299,0.474,0.336,41.07142857,,,,,,,,,,,,
10,SS01,27,03,SS01@27,24.10.19,8,0.2407,0.2647,0.2407,0.091,0.06,51.66666667,,,,,,,,,,,,
10,WT10,27,06,WT10@27,24.10.19,8,0.0377,0.0696,0.0377,0.458,0.336,36.30952381,,,,,,,,,,,,
00,SS01,27,03,SS01@27,15.10.19,9,0.1598,0.2176,0.1598,0.266,0.266,0,,0.541,0,,1,,,no,,,,
00,WT10,27,06,WT10@27,15.10.19,9,0.2417,0.3029,0.2417,0.202,0.202,0,,1.526,0,,2,,,no,,,,
03,SS01,27,03,SS01@27,17.10.19,9,0.1564,0.2088,0.1564,0.251,0.266,-5.639097744,,,,,,,,,,,,
07,SS01,27,03,SS01@27,21.10.19,9,0.1353,0.1887,0.1353,0.283,0.266,6.390977444,,,,,,,,,,,,
07,WT10,27,06,WT10@27,21.10.19,9,0.2299,0.2873,0.2299,0.2,0.202,-0.99009901,,,,,,,,,,,,
10,SS01,27,03,SS01@27,24.10.19,9,0.1294,0.2044,0.1294,0.367,0.266,37.96992481,,,,,,,,,,,,
10,WT10,27,06,WT10@27,24.10.19,9,0.225,0.2858,0.225,0.213,0.202,5.445544554,,,,,,,,,,,,
00,SS01,27,03,SS01@27,15.10.19,10,0.2284,0.2593,0.2284,0.119,0.119,0,,1.633,0,,2,,,no,,,,
00,WT10,27,06,WT10@27,15.10.19,10,0.2789,0.3358,0.2789,0.169,0.169,0,,2.116,0,,3,,,no,,,,
03,SS01,27,03,SS01@27,17.10.19,10,0.2221,0.2471,0.2221,0.101,0.119,-15.12605042,,,,,,,,,,,,
07,SS01,27,03,SS01@27,21.10.19,10,0.2299,0.2534,0.2299,0.093,0.119,-21.8487395,,,,,,,,,,,,
07,WT10,27,06,WT10@27,21.10.19,10,0.2765,0.3387,0.2765,0.184,0.169,8.875739645,,,,,,,,,,,,
10,SS01,27,03,SS01@27,24.10.19,10,0.2123,0.2475,0.2123,0.143,0.119,20.16806723,,,,,,,,,,,,
10,WT10,27,06,WT10@27,24.10.19,10,0.2603,0.3206,0.2603,0.188,0.169,11.24260355,,,,,,,,,,,,
00,SS01,27,03,SS01@27,15.10.19,11,0.2441,0.276,0.2441,0.115,0.115,0,,1.522,0,,2,,,no,,,,
00,WT10,27,06,WT10@27,15.10.19,11,0.2029,0.3221,0.2029,0.37,0.37,0,,0.294,0,,1,,,no,,,,
03,SS01,27,03,SS01@27,17.10.19,11,0.2275,0.2402,0.2275,0.053,0.115,-53.91304348,,,,,,,,,,,,
07,SS01,27,03,SS01@27,21.10.19,11,0.2083,0.2328,0.2083,0.105,0.115,-8.695652174,,,,,,,,,,,,
07,WT10,27,06,WT10@27,21.10.19,11,0.0284,0.0618,0.0284,0.54,0.37,45.94594595,,,,,,,,,,,,
10,SS01,27,03,SS01@27,24.10.19,11,0.2083,0.2392,0.2083,0.129,0.115,12.17391304,,,,,,,,,,,,
10,WT10,27,06,WT10@27,24.10.19,11,0.024,0.0436,0.024,0,0.37,-100,,,,,,,,,,,,
00,SS01,27,03,SS01@27,15.10.19,12,0.1819,0.2436,0.1819,0.254,0.254,0,,0.588,0,,1,,,no,,,,
00,WT10,27,06,WT10@27,15.10.19,12,0.2363,0.2966,0.2363,0.203,0.203,0,,1.036,0,,2,,,cluster,,,,
03,SS01,27,03,SS01@27,17.10.19,12,0.1716,0.223,0.1716,0.231,0.254,-9.05511811,,,,,,,,,,,,
07,SS01,27,03,SS01@27,21.10.19,12,0.174,0.2279,0.174,0.237,0.254,-6.692913386,,,,,,,,,,,,
07,WT10,27,06,WT10@27,21.10.19,12,0.2064,0.2706,0.2064,0.237,0.203,16.74876847,,,,,,,,,,,,
10,SS01,27,03,SS01@27,24.10.19,12,0.1642,0.2211,0.1642,0.257,0.254,1.181102362,,,,,,,,,,,,
10,WT10,27,06,WT10@27,24.10.19,12,0.2015,0.2559,0.2015,0.213,0.203,4.926108374,,,,,,,,,,,,
00,SS01,27,03,SS01@27,15.10.19,13,0.2348,0.2574,0.2348,0.088,0.088,0,,1.791,0,,4,,,no,,,,
00,WT10,27,06,WT10@27,15.10.19,13,0.1828,0.3015,0.1828,0.393,0.393,0,,0.23,0,,1,,,no,,,,
03,SS01,27,03,SS01@27,17.10.19,13,0.2221,0.2368,0.2221,0.062,0.088,-29.54545455,,,,,,,,,,,,
07,SS01,27,03,SS01@27,21.10.19,13,0.2113,0.2289,0.2113,0.077,0.088,-12.5,,,,,,,,,,,,
07,WT10,27,06,WT10@27,21.10.19,13,0.1436,0.2471,0.1436,0.419,0.393,6.615776081,,,,,,,,,,,,
10,SS01,27,03,SS01@27,24.10.19,13,0.1995,0.2294,0.1995,0.13,0.088,47.72727273,,,,,,,,,,,,
10,WT10,27,06,WT10@27,24.10.19,13,0.1426,0.2466,0.1426,0.421,0.393,7.124681934,,,,,,,,,,,,
00,SS01,27,03,SS01@27,15.10.19,14,0.2431,0.2794,0.2431,0.13,0.13,0,,2.149,0,,4,,,no,,,,
00,WT10,27,06,WT10@27,15.10.19,14,0.2392,0.325,0.2392,0.264,0.264,0,,0.849,0,,1,,,no,,,,
03,SS01,27,03,SS01@27,17.10.19,14,0.2559,0.2755,0.2559,0.071,0.13,-45.38461538,,,,,,,,,,,,
07,SS01,27,03,SS01@27,21.10.19,14,0.2681,0.2887,0.2681,0.071,0.13,-45.38461538,,,,,,,,,,,,
07,WT10,27,06,WT10@27,21.10.19,14,0.2137,0.3034,0.2137,0.296,0.264,12.12121212,,,,,,,,,,,,
10,SS01,27,03,SS01@27,24.10.19,14,0.2588,0.2907,0.2588,0.11,0.13,-15.38461538,,,,,,,,,,,,
10,WT10,27,06,WT10@27,24.10.19,14,0.2235,0.3206,0.2235,0.303,0.264,14.77272727,,,,,,,,,,,,
00,SS01,27,03,SS01@27,15.10.19,15,0.1975,0.2701,0.1975,0.269,0.269,0,,0.735,0,,1,,,no,,,,
00,WT10,27,06,WT10@27,15.10.19,15,0.2186,0.3044,0.2186,0.282,0.282,0,,0.815,0,,2,,,no,,,,
03,SS01,27,03,SS01@27,17.10.19,15,0.2044,0.2598,0.2044,0.213,0.269,-20.81784387,,,,,,,,,,,,
